symbol,date,price
AMZN,2000/10/10,30.4375
AMZN,2000/10/11,27.8125
AMZN,2000/10/12,25.125
AMZN,2000/10/13,28.4375
AMZN,2000/10/16,24.3125
AMZN,2000/10/17,21.9375
AMZN,2000/10/18,25.125
AMZN,2000/10/19,27.75
AMZN,2000/10/20,30.8125
AMZN,2000/10/23,30
AMZN,2000/10/24,29.5625
AMZN,2000/10/25,31.875
AMZN,2000/10/26,36.875
AMZN,2000/10/27,35.625
AMZN,2000/10/30,32.875
AMZN,2000/10/31,36.625
AMZN,2000/11/1,37.375
AMZN,2000/11/2,39.75
AMZN,2000/11/3,37.5625
AMZN,2000/11/6,36.5625
AMZN,2000/11/7,36.9375
AMZN,2000/11/8,33.875
AMZN,2000/11/9,31.25
AMZN,2000/11/10,30.0625
AMZN,2000/11/13,27.8125
AMZN,2000/11/14,28.9375
AMZN,2000/11/15,29.5
AMZN,2000/11/16,27.8125
AMZN,2000/11/17,27.4375
AMZN,2000/11/20,25.8125
AMZN,2000/11/21,24.25
AMZN,2000/11/22,25.1875
AMZN,2000/11/24,28.9375
AMZN,2000/11/27,28
AMZN,2000/11/28,25.03125
AMZN,2000/11/29,26.9375
AMZN,2000/11/30,24.6875
AMZN,2000/12/1,24.625
AMZN,2000/12/4,26.5625
AMZN,2000/12/5,25.375
AMZN,2000/12/6,23.625
AMZN,2000/12/7,21.375
AMZN,2000/12/8,23.4375
AMZN,2000/12/11,25.3125
AMZN,2000/12/12,25.875
AMZN,2000/12/13,23.75
AMZN,2000/12/14,22.6875
AMZN,2000/12/15,22.875
AMZN,2000/12/18,19.875
AMZN,2000/12/19,18.25
AMZN,2000/12/20,16.6875
AMZN,2000/12/21,15.1875
AMZN,2000/12/22,15.5625
AMZN,2000/12/26,16.9375
AMZN,2000/12/27,16.875
AMZN,2000/12/28,17.375
AMZN,2000/12/29,15.5625
AMZN,2001/1/2,13.875
AMZN,2001/1/3,17.5625
AMZN,2001/1/4,15.5
AMZN,2001/1/5,14.5625
AMZN,2001/1/8,14.9375
AMZN,2001/1/9,16.375
AMZN,2001/1/10,16.5
AMZN,2001/1/11,17
AMZN,2001/1/12,17.6875
AMZN,2001/1/16,18.0625
AMZN,2001/1/17,18.375
AMZN,2001/1/18,19.5
AMZN,2001/1/19,19.9375
AMZN,2001/1/22,18.5
AMZN,2001/1/23,18.953125
AMZN,2001/1/24,21.875
AMZN,2001/1/25,19
AMZN,2001/1/26,19.5
AMZN,2001/1/29,20.125
AMZN,2001/1/30,18.9375
AMZN,2001/1/31,17.3125
AMZN,2001/2/1,16.25
AMZN,2001/2/2,14.375
AMZN,2001/2/5,14.4375
AMZN,2001/2/6,15.8125
AMZN,2001/2/7,15
AMZN,2001/2/8,14.375
AMZN,2001/2/9,13.375
AMZN,2001/2/12,14.5
AMZN,2001/2/13,13.75
AMZN,2001/2/14,14.4375
AMZN,2001/2/15,14.5
AMZN,2001/2/16,13.6875
AMZN,2001/2/20,12.5
AMZN,2001/2/21,11.9375
AMZN,2001/2/22,11.9375
AMZN,2001/2/23,11.8125
AMZN,2001/2/26,11.9375
AMZN,2001/2/27,11.75
AMZN,2001/2/28,10.1875
AMZN,2001/3/1,10.4375
AMZN,2001/3/2,10
AMZN,2001/3/5,12.625
AMZN,2001/3/6,11.875
AMZN,2001/3/7,12.25
AMZN,2001/3/8,11.6875
AMZN,2001/3/9,12.25
AMZN,2001/3/12,10.625
AMZN,2001/3/13,11
AMZN,2001/3/14,10.625
AMZN,2001/3/15,10.875
AMZN,2001/3/16,11
AMZN,2001/3/19,10.5
AMZN,2001/3/20,10.25
AMZN,2001/3/21,10
AMZN,2001/3/22,10.1875
AMZN,2001/3/23,10.1875
AMZN,2001/3/26,10.94
AMZN,2001/3/27,11.64
AMZN,2001/3/28,10.8
AMZN,2001/3/29,10
AMZN,2001/3/30,10.23
AMZN,2001/4/2,9.1
AMZN,2001/4/3,8.63
AMZN,2001/4/4,8.4
AMZN,2001/4/5,9.12
AMZN,2001/4/6,8.37
AMZN,2001/4/9,11.18
AMZN,2001/4/10,12.01
AMZN,2001/4/11,13.32
AMZN,2001/4/12,14.67
AMZN,2001/4/16,14.03
AMZN,2001/4/17,14.74
AMZN,2001/4/18,16.540001
AMZN,2001/4/19,15.99
AMZN,2001/4/20,15.78
AMZN,2001/4/23,16.200001
AMZN,2001/4/24,15.68
AMZN,2001/4/25,16.09
AMZN,2001/4/26,15.43
AMZN,2001/4/27,15.27
AMZN,2001/4/30,15.78
AMZN,2001/5/1,16.889999
AMZN,2001/5/2,17.110001
AMZN,2001/5/3,16.75
AMZN,2001/5/4,17.559999
AMZN,2001/5/7,16.92
AMZN,2001/5/8,16.18
AMZN,2001/5/9,15.01
AMZN,2001/5/10,14.62
AMZN,2001/5/11,14.68
AMZN,2001/5/14,13.33
AMZN,2001/5/15,13.54
AMZN,2001/5/16,14.13
AMZN,2001/5/17,14.78
AMZN,2001/5/18,14.72
AMZN,2001/5/21,16.379999
AMZN,2001/5/22,16.25
AMZN,2001/5/23,15.6
AMZN,2001/5/24,16.75
AMZN,2001/5/25,17.09
AMZN,2001/5/29,17.219999
AMZN,2001/5/30,15.66
AMZN,2001/5/31,16.690001
AMZN,2001/6/1,16.950001
AMZN,2001/6/4,16.91
AMZN,2001/6/5,16.440001
AMZN,2001/6/6,15.99
AMZN,2001/6/7,16.129999
AMZN,2001/6/8,15.7
AMZN,2001/6/11,14.86
AMZN,2001/6/12,14.64
AMZN,2001/6/13,14.12
AMZN,2001/6/14,13.29
AMZN,2001/6/15,12.49
AMZN,2001/6/18,11.83
AMZN,2001/6/19,11.36
AMZN,2001/6/20,12.53
AMZN,2001/6/21,13.08
AMZN,2001/6/22,12.4
AMZN,2001/6/25,12.81
AMZN,2001/6/26,13.25
AMZN,2001/6/27,14.04
AMZN,2001/6/28,14.36
AMZN,2001/6/29,14.15
AMZN,2001/7/2,14.53
AMZN,2001/7/3,14.13
AMZN,2001/7/5,15.27
AMZN,2001/7/6,15.27
AMZN,2001/7/9,15.81
AMZN,2001/7/10,15.61
AMZN,2001/7/11,15.34
AMZN,2001/7/12,16.49
AMZN,2001/7/13,16.98
AMZN,2001/7/16,16.01
AMZN,2001/7/17,16.35
AMZN,2001/7/18,15.96
AMZN,2001/7/19,16.49
AMZN,2001/7/20,16.98
AMZN,2001/7/23,16.030001
AMZN,2001/7/24,12.06
AMZN,2001/7/25,11.51
AMZN,2001/7/26,12.33
AMZN,2001/7/27,12.25
AMZN,2001/7/30,12.55
AMZN,2001/7/31,12.49
AMZN,2001/8/1,12.5
AMZN,2001/8/2,12.19
AMZN,2001/8/3,12.15
AMZN,2001/8/6,11.9
AMZN,2001/8/7,11.6
AMZN,2001/8/8,11.11
AMZN,2001/8/9,10.46
AMZN,2001/8/10,9.95
AMZN,2001/8/13,10.12
AMZN,2001/8/14,10.53
AMZN,2001/8/15,10.08
AMZN,2001/8/16,9.81
AMZN,2001/8/17,9.99
AMZN,2001/8/20,10.4
AMZN,2001/8/21,9.89
AMZN,2001/8/22,10.2
AMZN,2001/8/23,9.63
AMZN,2001/8/24,10.23
AMZN,2001/8/27,10.13
AMZN,2001/8/28,9.97
AMZN,2001/8/29,9.19
AMZN,2001/8/30,8.69
AMZN,2001/8/31,8.94
AMZN,2001/9/4,8.59
AMZN,2001/9/5,7.65
AMZN,2001/9/6,8.15
AMZN,2001/9/7,8.51
AMZN,2001/9/10,8.63
AMZN,2001/9/17,7.49
AMZN,2001/9/18,7.29
AMZN,2001/9/19,7.31
AMZN,2001/9/20,7.48
AMZN,2001/9/21,7.48
AMZN,2001/9/24,7.46
AMZN,2001/9/25,7.09
AMZN,2001/9/26,6.35
AMZN,2001/9/27,6.2
AMZN,2001/9/28,5.97
AMZN,2001/10/1,6.01
AMZN,2001/10/2,6.08
AMZN,2001/10/3,6.76
AMZN,2001/10/4,7.04
AMZN,2001/10/5,7.2
AMZN,2001/10/8,7.12
AMZN,2001/10/9,6.91
AMZN,2001/10/10,7.26
AMZN,2001/10/11,7.85
AMZN,2001/10/12,8.07
AMZN,2001/10/15,8.88
AMZN,2001/10/16,9.56
AMZN,2001/10/17,8.92
AMZN,2001/10/18,8.47
AMZN,2001/10/19,8.01
AMZN,2001/10/22,8.77
AMZN,2001/10/23,9.55
AMZN,2001/10/24,7.64
AMZN,2001/10/25,7.77
AMZN,2001/10/26,7.56
AMZN,2001/10/29,7.05
AMZN,2001/10/30,6.42
AMZN,2001/10/31,6.98
AMZN,2001/11/1,6.95
AMZN,2001/11/2,6.71
AMZN,2001/11/5,6.99
AMZN,2001/11/6,7.05
AMZN,2001/11/7,7.43
AMZN,2001/11/8,6.97
AMZN,2001/11/9,7.12
AMZN,2001/11/12,7.05
AMZN,2001/11/13,7.29
AMZN,2001/11/14,9.49
AMZN,2001/11/15,9.05
AMZN,2001/11/16,8.95
AMZN,2001/11/19,9.19
AMZN,2001/11/20,8.6
AMZN,2001/11/21,8.8
AMZN,2001/11/23,9.08
AMZN,2001/11/26,12.21
AMZN,2001/11/27,11.48
AMZN,2001/11/28,11.59
AMZN,2001/11/29,11.15
AMZN,2001/11/30,11.32
AMZN,2001/12/3,10.49
AMZN,2001/12/4,11.93
AMZN,2001/12/5,11.76
AMZN,2001/12/6,12.1
AMZN,2001/12/7,11.71
AMZN,2001/12/10,11.65
AMZN,2001/12/11,12.24
AMZN,2001/12/12,11.91
AMZN,2001/12/13,10.89
AMZN,2001/12/14,11
AMZN,2001/12/17,10.81
AMZN,2001/12/18,10.86
AMZN,2001/12/19,10.71
AMZN,2001/12/20,10.15
AMZN,2001/12/21,10
AMZN,2001/12/24,9.83
AMZN,2001/12/26,11.1
AMZN,2001/12/27,10.6
AMZN,2001/12/28,10.9
AMZN,2001/12/31,10.82
AMZN,2002/1/2,10.96
AMZN,2002/1/3,11.9
AMZN,2002/1/4,12.25
AMZN,2002/1/7,12.34
AMZN,2002/1/8,11.85
AMZN,2002/1/9,11.53
AMZN,2002/1/10,11.04
AMZN,2002/1/11,11.03
AMZN,2002/1/14,10.11
AMZN,2002/1/15,10.29
AMZN,2002/1/16,9.13
AMZN,2002/1/17,9.74
AMZN,2002/1/18,10.16
AMZN,2002/1/22,12.6
AMZN,2002/1/23,12.47
AMZN,2002/1/24,14.01
AMZN,2002/1/25,14.44
AMZN,2002/1/28,15.5
AMZN,2002/1/29,14.22
AMZN,2002/1/30,13.9
AMZN,2002/1/31,14.19
AMZN,2002/2/1,13.73
AMZN,2002/2/4,12.53
AMZN,2002/2/5,11.5
AMZN,2002/2/6,11.26
AMZN,2002/2/7,11.24
AMZN,2002/2/8,12.52
AMZN,2002/2/11,13.3
AMZN,2002/2/12,12.9
AMZN,2002/2/13,13.29
AMZN,2002/2/14,13.88
AMZN,2002/2/15,13.41
AMZN,2002/2/19,13.01
AMZN,2002/2/20,12.96
AMZN,2002/2/21,13.26
AMZN,2002/2/22,13.07
AMZN,2002/2/25,13.73
AMZN,2002/2/26,14.4
AMZN,2002/2/27,14.27
AMZN,2002/2/28,14.1
AMZN,2002/3/1,15.39
AMZN,2002/3/4,16.48
AMZN,2002/3/5,15.97
AMZN,2002/3/6,16.33
AMZN,2002/3/7,15.62
AMZN,2002/3/8,16.35
AMZN,2002/3/11,16.709999
AMZN,2002/3/12,16.309999
AMZN,2002/3/13,15.74
AMZN,2002/3/14,14.48
AMZN,2002/3/15,14.03
AMZN,2002/3/18,15.01
AMZN,2002/3/19,14.66
AMZN,2002/3/20,14.5
AMZN,2002/3/21,15.17
AMZN,2002/3/22,15.53
AMZN,2002/3/25,14.74
AMZN,2002/3/26,14.83
AMZN,2002/3/27,14.25
AMZN,2002/3/28,14.3
AMZN,2002/4/1,14.8
AMZN,2002/4/2,14.25
AMZN,2002/4/3,13.67
AMZN,2002/4/4,13.54
AMZN,2002/4/5,13.5
AMZN,2002/4/8,13.95
AMZN,2002/4/9,13.6
AMZN,2002/4/10,13.48
AMZN,2002/4/11,12.74
AMZN,2002/4/12,13.31
AMZN,2002/4/15,13.89
AMZN,2002/4/16,14.01
AMZN,2002/4/17,14.82
AMZN,2002/4/18,14.26
AMZN,2002/4/19,14.53
AMZN,2002/4/22,14.31
AMZN,2002/4/23,14.06
AMZN,2002/4/24,16.790001
AMZN,2002/4/25,16.82
AMZN,2002/4/26,16.91
AMZN,2002/4/29,16.18
AMZN,2002/4/30,16.690001
AMZN,2002/5/1,16.49
AMZN,2002/5/2,16.32
AMZN,2002/5/3,16.049999
AMZN,2002/5/6,16.120001
AMZN,2002/5/7,16.110001
AMZN,2002/5/8,17.32
AMZN,2002/5/9,17.73
AMZN,2002/5/10,16.940001
AMZN,2002/5/13,17.32
AMZN,2002/5/14,18.809999
AMZN,2002/5/15,19.940001
AMZN,2002/5/16,19.610001
AMZN,2002/5/17,19.16
AMZN,2002/5/20,19.389999
AMZN,2002/5/21,18.76
AMZN,2002/5/22,18.75
AMZN,2002/5/23,19.450001
AMZN,2002/5/24,19.469999
AMZN,2002/5/28,19.059999
AMZN,2002/5/29,18.91
AMZN,2002/5/30,18.370001
AMZN,2002/5/31,18.23
AMZN,2002/6/3,17.959999
AMZN,2002/6/4,17.969999
AMZN,2002/6/5,17.99
AMZN,2002/6/6,18.17
AMZN,2002/6/7,18.58
AMZN,2002/6/10,17.299999
AMZN,2002/6/11,17.139999
AMZN,2002/6/12,17.08
AMZN,2002/6/13,17.43
AMZN,2002/6/14,16.82
AMZN,2002/6/17,18.41
AMZN,2002/6/18,18.780001
AMZN,2002/6/19,18.299999
AMZN,2002/6/20,17.549999
AMZN,2002/6/21,17.530001
AMZN,2002/6/24,17.51
AMZN,2002/6/25,15.34
AMZN,2002/6/26,15.85
AMZN,2002/6/27,15.86
AMZN,2002/6/28,16.25
AMZN,2002/7/1,13.55
AMZN,2002/7/2,13.32
AMZN,2002/7/3,14.25
AMZN,2002/7/5,15.21
AMZN,2002/7/8,14.94
AMZN,2002/7/9,15.6
AMZN,2002/7/10,14.96
AMZN,2002/7/11,15.55
AMZN,2002/7/12,15.43
AMZN,2002/7/15,15.94
AMZN,2002/7/16,16.290001
AMZN,2002/7/17,16.16
AMZN,2002/7/18,15.55
AMZN,2002/7/19,15.29
AMZN,2002/7/22,15.5
AMZN,2002/7/23,14.55
AMZN,2002/7/24,14.1
AMZN,2002/7/25,12.49
AMZN,2002/7/26,12.93
AMZN,2002/7/29,14.33
AMZN,2002/7/30,14.77
AMZN,2002/7/31,14.45
AMZN,2002/8/1,14.16
AMZN,2002/8/2,13.84
AMZN,2002/8/5,12.87
AMZN,2002/8/6,13.74
AMZN,2002/8/7,13.6
